 location ,cause,year,death
Western Pacific Region,Late maternal deaths,1995,10915.75731
Western Pacific Region,Other maternal disorders,1995,159933.0686
Eastern Mediterranean Region,Maternal deaths aggravated by HIV/AIDS,1995,514.8625036
Region of the Americas,Maternal abortion and miscarriage,1993,154745.9898
South-East Asia Region,Late maternal deaths,1993,256437.0537
South-East Asia Region,Other maternal disorders,1993,692395.6839
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,1995,420.6203792
Western Pacific Region,Maternal hemorrhage,1995,518274.6314
Western Pacific Region,Maternal sepsis and other maternal infections,1995,119853.1656
Western Pacific Region,Maternal hypertensive disorders,1995,189849.5514
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,1993,1145.41839
African Region,Maternal hemorrhage,1995,988575.6795
Western Pacific Region,Maternal abortion and miscarriage,1995,139996.8852
African Region,Maternal sepsis and other maternal infections,1995,778307.9074
African Region,Maternal hypertensive disorders,1995,528766.4458
African Region,Maternal obstructed labor and uterine rupture,1995,264201.3718
African Region,Ectopic pregnancy,1995,148913.9942
African Region,Indirect maternal deaths,1995,201113.6578
African Region,Late maternal deaths,1995,234588.6836
African Region,Other maternal disorders,1995,464233.2233
African Region,Maternal abortion and miscarriage,1995,1269130.288
Region of the Americas,Maternal sepsis and other maternal infections,1995,96901.33762
Region of the Americas,Maternal hypertensive disorders,1995,190144.9619
Region of the Americas,Maternal obstructed labor and uterine rupture,1995,15834.51537
Region of the Americas,Ectopic pregnancy,1995,12149.83034
Region of the Americas,Indirect maternal deaths,1995,53977.57746
Region of the Americas,Late maternal deaths,1995,38250.09234
Region of the Americas,Other maternal disorders,1995,87972.29828
Region of the Americas,Maternal abortion and miscarriage,1995,143107.7284
South-East Asia Region,Late maternal deaths,1995,254986.8615
South-East Asia Region,Other maternal disorders,1995,717540.7285
European Region,Maternal deaths aggravated by HIV/AIDS,1993,25.15018983
Region of the Americas,Maternal hemorrhage,1995,193618.0257
South-East Asia Region,Maternal hemorrhage,1995,3412628.804
South-East Asia Region,Maternal sepsis and other maternal infections,1995,941656.4792
South-East Asia Region,Maternal hypertensive disorders,1995,1139364.32
South-East Asia Region,Maternal obstructed labor and uterine rupture,1995,444456.4891
South-East Asia Region,Ectopic pregnancy,1995,128039.1973
South-East Asia Region,Indirect maternal deaths,1995,709451.8659
African Region,Maternal deaths aggravated by HIV/AIDS,1995,81633.64276
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,1995,1744.081413
African Region,Maternal deaths aggravated by HIV/AIDS,1997,92033.66814
Region of the Americas,Maternal sepsis and other maternal infections,1997,85093.99902
Region of the Americas,Maternal hypertensive disorders,1997,183046.35
Region of the Americas,Maternal obstructed labor and uterine rupture,1997,15397.56721
Region of the Americas,Ectopic pregnancy,1997,12184.41971
Region of the Americas,Indirect maternal deaths,1997,59150.27379
Region of the Americas,Late maternal deaths,1997,36337.6722
Region of the Americas,Other maternal disorders,1997,88424.77891
Eastern Mediterranean Region,Maternal abortion and miscarriage,1998,298459.7329
Region of the Americas,Maternal hemorrhage,1997,181473.6842
South-East Asia Region,Maternal hemorrhage,1997,3401327.071
South-East Asia Region,Maternal sepsis and other maternal infections,1997,928527.3636
South-East Asia Region,Maternal hypertensive disorders,1997,1113783.091
South-East Asia Region,Maternal obstructed labor and uterine rupture,1997,417485.8129
South-East Asia Region,Ectopic pregnancy,1997,135939.346
South-East Asia Region,Indirect maternal deaths,1997,695604.9245
Region of the Americas,Maternal abortion and miscarriage,1997,125494.5582
Western Pacific Region,Maternal hemorrhage,1998,457836.0661
Western Pacific Region,Maternal sepsis and other maternal infections,1998,95691.76318
Western Pacific Region,Maternal hypertensive disorders,1998,174829.4137
South-East Asia Region,Maternal abortion and miscarriage,1997,1066058.754
Region of the Americas,Maternal sepsis and other maternal infections,1996,89493.42211
Region of the Americas,Maternal hypertensive disorders,1996,183321.9774
Region of the Americas,Maternal obstructed labor and uterine rupture,1996,15470.81008
Region of the Americas,Ectopic pregnancy,1996,11976.51399
Region of the Americas,Indirect maternal deaths,1996,56450.06207
Region of the Americas,Late maternal deaths,1996,36452.74458
Region of the Americas,Other maternal disorders,1996,86273.13961
African Region,Maternal hemorrhage,1996,994330.4976
African Region,Maternal sepsis and other maternal infections,1996,794491.4551
African Region,Maternal hypertensive disorders,1996,538411.4957
African Region,Maternal obstructed labor and uterine rupture,1996,268955.6072
African Region,Ectopic pregnancy,1996,150059.023
African Region,Indirect maternal deaths,1996,202723.5608
African Region,Late maternal deaths,1996,240415.8512
African Region,Other maternal disorders,1996,472584.3716
Region of the Americas,Maternal hemorrhage,1996,183783.574
Eastern Mediterranean Region,Maternal abortion and miscarriage,1997,302568.2227
African Region,Maternal abortion and miscarriage,1997,1267624.624
Eastern Mediterranean Region,Maternal hemorrhage,1997,585598.3561
Eastern Mediterranean Region,Maternal sepsis and other maternal infections,1997,273804.749
Eastern Mediterranean Region,Maternal hypertensive disorders,1997,455467.5638
Eastern Mediterranean Region,Maternal obstructed labor and uterine rupture,1997,85912.30665
Eastern Mediterranean Region,Ectopic pregnancy,1997,25848.81373
Eastern Mediterranean Region,Indirect maternal deaths,1997,127982.0604
Eastern Mediterranean Region,Late maternal deaths,1997,61413.08842
Eastern Mediterranean Region,Other maternal disorders,1997,162155.1762
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,1996,3173.247635
African Region,Maternal deaths aggravated by HIV/AIDS,1996,86853.01479
Western Pacific Region,Maternal obstructed labor and uterine rupture,1997,48794.36199
Western Pacific Region,Ectopic pregnancy,1997,29349.7187
Western Pacific Region,Indirect maternal deaths,1997,204518.8511
Western Pacific Region,Late maternal deaths,1997,10421.52713
Western Pacific Region,Other maternal disorders,1997,155546.3659
South-East Asia Region,Maternal sepsis and other maternal infections,1996,918398.4988
South-East Asia Region,Maternal hypertensive disorders,1996,1114785.93
South-East Asia Region,Maternal obstructed labor and uterine rupture,1996,429292.6228
South-East Asia Region,Ectopic pregnancy,1996,130332.8163
South-East Asia Region,Indirect maternal deaths,1996,699874.8843
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,1996,1721.215869
Western Pacific Region,Maternal hemorrhage,1997,470168.6868
Western Pacific Region,Maternal abortion and miscarriage,1997,116991.3057
African Region,Maternal abortion and miscarriage,1996,1266760.884
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,1997,1714.253907
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,1998,667.7877651
Eastern Mediterranean Region,Maternal deaths aggravated by HIV/AIDS,1997,742.4688737
South-East Asia Region,Maternal hemorrhage,1996,3355690.48
South-East Asia Region,Late maternal deaths,1996,252915.2534
South-East Asia Region,Other maternal disorders,1996,744181.3973
South-East Asia Region,Late maternal deaths,1997,256906.6199
South-East Asia Region,Other maternal disorders,1997,789463.785
European Region,Maternal abortion and miscarriage,1997,36278.12367
Western Pacific Region,Maternal sepsis and other maternal infections,1997,101398.1744
Western Pacific Region,Maternal hypertensive disorders,1997,176142.0284
Region of the Americas,Maternal abortion and miscarriage,1996,131207.4593
Western Pacific Region,Maternal abortion and miscarriage,1998,109734.6189
European Region,Maternal deaths aggravated by HIV/AIDS,1997,31.49952414
South-East Asia Region,Maternal abortion and miscarriage,1996,1093144.151
European Region,Maternal hemorrhage,1997,60375.7513
European Region,Maternal sepsis and other maternal infections,1997,24726.48323
European Region,Maternal hypertensive disorders,1997,42414.2861
European Region,Maternal obstructed labor and uterine rupture,1997,9561.714988
European Region,Ectopic pregnancy,1997,7135.169646
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,1997,4065.919845
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,1997,621.8010854
European Region,Indirect maternal deaths,1997,16011.81857
European Region,Late maternal deaths,1997,5345.87
European Region,Other maternal disorders,1997,51521.06618
European Region,Maternal hemorrhage,1996,63156.68055
European Region,Maternal sepsis and other maternal infections,1996,26350.87105
European Region,Maternal hypertensive disorders,1996,44170.39152
European Region,Maternal obstructed labor and uterine rupture,1996,9581.598715
European Region,Ectopic pregnancy,1996,7572.642596
European Region,Indirect maternal deaths,1996,16778.04477
European Region,Late maternal deaths,1996,5577.98816
European Region,Other maternal disorders,1996,53687.91287
Western Pacific Region,Maternal obstructed labor and uterine rupture,1998,51166.86555
Western Pacific Region,Ectopic pregnancy,1998,29716.28381
Western Pacific Region,Indirect maternal deaths,1998,215437.6896
Western Pacific Region,Late maternal deaths,1998,10422.59557
Western Pacific Region,Other maternal disorders,1998,158225.9435
African Region,Maternal deaths aggravated by HIV/AIDS,1998,97184.02109
European Region,Maternal deaths aggravated by HIV/AIDS,1996,28.89649642
Eastern Mediterranean Region,Maternal hemorrhage,1996,577894.4928
Eastern Mediterranean Region,Maternal sepsis and other maternal infections,1996,272787.8918
Eastern Mediterranean Region,Maternal hypertensive disorders,1996,446615.45
Eastern Mediterranean Region,Maternal obstructed labor and uterine rupture,1996,84312.81062
Eastern Mediterranean Region,Ectopic pregnancy,1996,24862.78873
Eastern Mediterranean Region,Indirect maternal deaths,1996,124684.3281
Eastern Mediterranean Region,Late maternal deaths,1996,59519.98481
Eastern Mediterranean Region,Other maternal disorders,1996,157062.7469
European Region,Maternal abortion and miscarriage,1996,39360.75537
Region of the Americas,Maternal hemorrhage,1998,179288.5632
Eastern Mediterranean Region,Maternal deaths aggravated by HIV/AIDS,1996,624.6675041
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,1998,1650.15006
South-East Asia Region,Maternal hemorrhage,1998,3373006.924
African Region,Maternal hemorrhage,1997,1004428.392
African Region,Maternal sepsis and other maternal infections,1997,804962.7032
African Region,Maternal hypertensive disorders,1997,550886.9965
African Region,Maternal obstructed labor and uterine rupture,1997,274575.9468
African Region,Ectopic pregnancy,1997,154415.0373
African Region,Indirect maternal deaths,1997,207803.9999
African Region,Late maternal deaths,1997,248742.3568
African Region,Other maternal disorders,1997,485258.0145
South-East Asia Region,Maternal sepsis and other maternal infections,1998,910561.836
South-East Asia Region,Maternal hypertensive disorders,1998,1090585.096
South-East Asia Region,Maternal obstructed labor and uterine rupture,1998,401740.3212
South-East Asia Region,Ectopic pregnancy,1998,137554.5011
South-East Asia Region,Indirect maternal deaths,1998,673124.8471
African Region,Maternal hemorrhage,1998,1023062.852
African Region,Maternal sepsis and other maternal infections,1998,828331.0774
African Region,Maternal hypertensive disorders,1998,567511.7658
African Region,Maternal obstructed labor and uterine rupture,1998,280554.197
African Region,Ectopic pregnancy,1998,160776.199
African Region,Indirect maternal deaths,1998,214296.9937
African Region,Late maternal deaths,1998,259129.2145
African Region,Other maternal disorders,1998,502546.7586
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,1996,537.7803099
Eastern Mediterranean Region,Maternal abortion and miscarriage,1996,304862.2183
